Wall time,Step,Value
1642679408.7041965,15115,-29.06952667236328
1642679442.4218864,15164,31.196462631225586
1642679508.6049666,15270,175.2375946044922
1642679521.7798953,15281,-73.3289794921875
1642679548.186325,15316,-9.42218017578125
1642679570.1158242,15343,-47.64249801635742
1642679618.423097,15417,80.06436920166016
1642679632.522948,15428,-73.28572082519531
1642679649.1031888,15446,-57.80390930175781
1642679684.6649024,15501,51.753292083740234
1642679710.0849297,15535,-10.361238479614258
1642679761.6988351,15617,114.9027328491211
1642679774.5672612,15628,-73.694580078125
1642679788.7931533,15641,-66.36182403564453
1642679797.2814052,15643,-103.60140991210938
1642679824.277736,15681,10.439536094665527
1642679856.071402,15727,29.344207763671875
1642679890.255455,15778,46.48857879638672
1642679925.6347833,15830,40.56122970581055
1642679963.0281289,15885,45.0107307434082
1642679995.8397834,15934,43.17768478393555
1642680016.6521926,15958,-43.524757385253906
1642680036.0152128,15981,-37.98136901855469
1642680094.980265,16079,175.7038116455078
1642680178.6723585,16216,244.9730682373047
1642680214.2470436,16271,65.40523529052734
1642680297.6134417,16412,296.9716491699219
1642680312.8676605,16425,-77.27645874023438
1642680331.1400313,16447,-47.503807067871094
1642680354.8181202,16476,-30.210067749023438
1642680384.192952,16517,5.187870979309082
1642680407.2300692,16547,-20.507827758789062
1642680429.9058335,16575,-32.299461364746094
1642680464.8998775,16626,42.92146682739258
1642680480.7781725,16642,-59.639793395996094
1642680543.6051934,16745,171.35260009765625
1642680601.4672036,16839,169.31674194335938
1642680619.4773998,16860,-40.586734771728516
1642680634.6856523,16876,-65.27643585205078
1642680660.9719954,16913,8.46491813659668
1642680673.6669643,16924,-69.51641082763672
1642680690.085129,16942,-49.96006393432617
1642680709.0961251,16966,-27.77566909790039
1642680755.579301,17039,100.07791900634766
1642680773.3473172,17060,-47.09318923950195
1642680790.4231732,17079,-52.617637634277344
1642680802.8294144,17089,-84.72613525390625
1642680811.3178098,17091,-103.4800033569336
1642680842.2278786,17137,19.762516021728516
1642680866.6430295,17171,-1.5243420600891113
1642680886.2614925,17195,-27.628599166870117
1642680983.2465558,17365,383.21905517578125
1642681051.9229262,17480,233.234130859375
1642681079.9651284,17521,10.973257064819336
1642681110.4901106,17565,8.49677562713623
1642681153.0467653,17633,86.17652130126953
1642681168.2925265,17649,-55.084537506103516
1642681192.1696186,17678,-18.800447463989258
1642681241.1856813,17756,110.84687805175781
1642681257.0702584,17773,-50.327884674072266
1642681282.396392,17809,14.4090576171875
1642681358.982802,17931,166.88082885742188
1642681372.528966,17942,-84.92803192138672
1642681398.1455903,17975,-24.204753875732422
1642681421.8640518,18008,-2.6071882247924805
1642681437.9855485,18025,-63.680843353271484
1642681473.3984518,18077,41.41554641723633
1642681506.8251555,18125,13.11078929901123
1642681527.9702873,18154,-9.731535911560059
1642681554.6845765,18193,17.900127410888672
1642681580.4742472,18229,-1.3885471820831299
1642681589.4018369,18232,-101.17772674560547
1642681669.1306586,18369,301.7253723144531
1642681684.909901,18385,-62.45750427246094
1642681700.5258327,18400,-78.5640640258789
1642681747.4967635,18472,88.35443878173828
1642681797.1661196,18548,97.713134765625
1642681844.773809,18624,91.3855972290039
1642681880.758853,18678,39.1402473449707
1642682003.3420844,18894,535.9842529296875
1642682016.32362,18905,-73.55480194091797
1642682043.3886516,18944,6.1790924072265625
1642682078.9027236,18997,37.61376190185547
1642682128.4635494,19073,105.75767517089844
1642682141.5163589,19084,-77.23757934570312
1642682169.150606,19122,5.969401836395264
1642682188.344018,19144,-44.13435745239258
1642682208.0852451,19169,-27.140579223632812
1642682234.8690226,19207,6.548561096191406
1642682284.6110528,19284,118.08975982666016
1642682337.5992217,19364,93.12711334228516
1642682349.9808626,19374,-81.57714080810547
1642682413.9661353,19475,152.36166381835938
1642682458.7032282,19547,109.41727447509766
1642682485.8484013,19585,7.708826065063477
1642682500.3588493,19597,-82.25154876708984
1642682508.7663717,19599,-103.50115966796875
1642682542.4537215,19643,-18.85768699645996
1642682585.189719,19705,38.14960861206055
1642682617.8263116,19751,17.880077362060547
1642682636.5618658,19775,-25.436742782592773
1642682650.9468074,19790,-61.76266098022461
1642682660.84449,19795,-90.9535140991211
1642682674.5937243,19806,-80.46520233154297
1642682693.303223,19829,-32.123382568359375
1642682748.2126415,19921,181.2105255126953
1642682764.7624428,19937,-82.11631774902344
1642682783.597059,19960,-30.407438278198242
1642682797.6999588,19971,-72.8994140625
1642682883.9526172,20121,306.4156188964844
1642682902.6486812,20144,-31.821659088134766
1642682917.0346012,20157,-77.19276428222656
1642682937.3458357,20181,-37.2271728515625
1642682982.3729956,20255,126.11697387695312
1642683075.4806767,20412,328.8910217285156
1642683108.1514044,20461,36.72734451293945
1642683131.481615,20492,-25.222253799438477
1642683139.9327981,20494,-99.7042236328125
1642683172.19431,20543,42.67228698730469
1642683205.212777,20588,17.408432006835938
1642683240.285728,20642,59.082645416259766
1642683311.0670617,20764,267.2940673828125
1642683343.148351,20807,9.121514320373535
1642683365.3142858,20836,-23.346467971801758
1642683416.931958,20921,146.35049438476562
1642683434.664108,20940,-58.000064849853516
1642683464.6647785,20980,0.7554402947425842
1642683481.1314747,20998,-55.79152297973633
1642683493.0121708,21007,-84.0248031616211
1642683514.0597906,21033,-32.48946762084961
1642683554.5349503,21097,83.29133605957031
1642683591.575154,21152,44.03759765625
1642683614.3275094,21181,-33.81344985961914
1642683659.3452678,21249,65.03407287597656
1642683678.0204914,21270,-60.58277130126953
1642683686.4955485,21272,-103.3488540649414
1642683709.3490558,21303,-13.289774894714355
1642683762.6192348,21389,147.3964080810547
1642683780.9003735,21412,-30.109315872192383
1642683800.8938956,21436,-41.8261604309082
1642683833.409479,21485,33.14181137084961
1642683888.397804,21574,150.1365203857422
1642683903.9850328,21590,-65.66300964355469
1642683923.0103567,21613,-37.395843505859375
1642683951.1622462,21650,-27.146968841552734
1642683996.6637762,21723,106.92176818847656
1642684067.4934015,21845,240.3235626220703
1642684121.2468634,21934,170.74195861816406
1642684169.3619921,22013,125.91190338134766
1642684204.0139048,22064,37.192440032958984
1642684220.5327487,22081,-60.081512451171875
1642684256.7489018,22135,23.430139541625977
1642684283.911958,22172,-1.0926411151885986
