Wall time,Step,Value
1642656563.8257127,33412,343.80078125
1642656611.0682862,33495,129.81793212890625
1642656622.925872,33505,-71.83255004882812
1642656659.5375297,33550,-62.624088287353516
1642656687.005375,33592,17.4886474609375
1642656711.3402216,33629,14.371219635009766
1642656760.57743,33698,-64.40226745605469
1642656792.8884346,33750,44.01216506958008
1642656885.2382767,33928,398.5953369140625
1642656911.6841946,33968,-0.30486494302749634
1642656991.907004,34106,83.54026794433594
1642657040.6601105,34187,105.00953674316406
1642657081.0635068,34241,24.887845993041992
1642657182.5220795,34407,171.73617553710938
1642657248.6953182,34518,-72.87191009521484
1642657275.8025546,34558,-7.87278938293457
1642657302.0277853,34596,-9.79084587097168
1642657317.0256865,34610,-71.00460052490234
1642657486.1965652,34933,557.589599609375
1642657587.839153,35116,272.54083251953125
1642657602.7695985,35132,-65.08878326416016
1642657625.0813518,35158,-71.38024139404297
1642657657.0631266,35208,22.1707706451416
1642657691.5980136,35265,47.30879592895508
1642657711.4381988,35292,-26.4556827545166
1642657760.0450263,35373,95.65023803710938
1642657801.192492,35442,66.8176498413086
1642657886.1890547,35605,364.5716247558594
1642657969.2260294,35732,-0.8799012899398804
1642658010.8392115,35801,80.44890594482422
1642658044.2815099,35856,44.1007080078125
1642658261.9703932,36233,261.6209411621094
1642658276.2618442,36248,-66.9595947265625
1642658304.1892715,36291,30.038772583007812
1642658341.427443,36352,63.89790725708008
1642658368.1415737,36380,-25.224140167236328
1642658382.1226182,36394,-71.10237884521484
1642658422.5370011,36463,82.3486099243164
1642658438.1937218,36478,-74.642822265625
1642658477.4225292,36543,47.51559066772461
1642658643.8086607,36803,-63.89373016357422
1642658677.2292254,36856,13.052812576293945
1642658689.3129776,36865,-80.52302551269531
1642658708.298188,36892,-13.710309982299805
1642658724.648954,36911,-58.62945556640625
1642658749.0142481,36945,-27.20391845703125
1642658773.3920946,36967,-52.514686584472656
1642658787.0569243,36981,-72.22478485107422
1642658799.986549,36994,-67.55757904052734
1642658823.2466905,37023,-46.16511154174805
1642658836.9136686,37037,-57.001953125
1642658850.4105966,37050,-74.0496597290039
1642658862.823666,37062,-74.24931335449219
1642658885.7368233,37096,-13.28686237335205
1642658901.9123201,37115,-59.360843658447266
1642658949.0014992,37182,-39.10126876831055
1642658959.853015,37190,-86.98251342773438
1642658970.9485364,37199,-77.07035064697266
1642659010.6078763,37268,97.99026489257812
1642659046.04845,37324,24.433801651000977
1642659065.6185303,37348,-57.59806823730469
1642659078.626812,37359,-72.1214828491211
1642659171.0190935,37521,195.8970947265625
1642659224.6373427,37601,106.01495361328125
1642659273.299083,37672,24.495281219482422
1642659288.454317,37691,-40.733829498291016
1642659318.0980372,37736,-7.909140586853027
1642659376.9227448,37823,-56.65813064575195
1642659412.1848855,37869,-68.30254364013672
1642659443.6001315,37919,12.277613639831543
1642659527.854474,38065,29.733816146850586
1642659614.6959088,38208,-89.44615173339844
1642659631.2599504,38224,-70.85286712646484
1642659660.1756027,38268,2.223407506942749
1642659750.9114954,38427,100.04695892333984
1642659837.3945382,38561,23.670366287231445
1642659862.2062018,38597,-16.10593605041504
1642659953.4620595,38742,45.60468673706055
1642660028.0826488,38863,-36.67447280883789
1642660163.0512354,39093,75.36341094970703
1642660281.004049,39291,116.76738739013672
1642660291.5789516,39298,-89.82804107666016
1642660356.9306076,39410,156.83338928222656
1642660378.1185534,39438,-19.315763473510742
1642660425.9852831,39518,84.68570709228516
1642660438.3089309,39529,-73.0052261352539
1642660469.0049953,39572,-29.267833709716797
1642660488.8917422,39597,-52.187294006347656
1642660506.8060396,39619,-31.402250289916992
1642660524.3897908,39641,-46.839263916015625
1642660610.3097436,39789,32.709320068359375
1642660659.0588784,39870,65.92733001708984
1642660669.7037177,39878,-80.60393524169922
1642660736.6751435,39973,104.86491394042969
1642660768.8754056,40021,-24.061420440673828
1642660810.2200394,40072,-54.455413818359375
1642660840.4368947,40115,-37.4572639465332
1642660866.3932662,40154,2.291452646255493
1642660875.241928,40158,-99.32405853271484
1642660935.6257856,40253,-14.341167449951172
1642660985.9588475,40312,-29.499267578125
1642661003.5616655,40334,-52.0801887512207
1642661017.26535,40348,-77.26573181152344
1642661030.7064707,40361,-68.45541381835938
1642661043.386958,40370,-89.35920715332031
1642661107.6576567,40488,225.79702758789062
1642661118.6914115,40497,-76.04137420654297
1642661136.1788056,40519,-49.07801818847656
1642661147.038884,40527,-90.3645248413086
1642661165.0391603,40549,-46.18544006347656
1642661188.1874628,40583,2.014247179031372
1642661197.062569,40587,-91.95511627197266
1642661207.7492654,40595,-87.56990051269531
1642661218.6138082,40602,-89.47413635253906
1642661274.088974,40688,-43.66410827636719
1642661289.0439534,40701,-79.849609375
1642661350.081545,40816,232.35150146484375
1642661368.8810987,40841,-29.424362182617188
1642661446.034446,40967,46.5361213684082
1642661467.0015562,40995,-28.57840347290039
1642661566.0270774,41139,-82.07720184326172
1642661610.6591175,41186,-47.1500129699707
1642661663.341784,41251,-69.03470611572266
1642661683.72989,41275,-49.566505432128906
1642661705.3885055,41306,-13.673779487609863
1642661714.7093673,41311,-93.8101577758789
1642661736.4369028,41328,-78.32645416259766
1642661756.7850618,41357,-21.98564338684082
1642661800.9754314,41435,99.91238403320312
1642661820.164189,41458,-47.023128509521484
1642661829.4426103,41463,-93.83613586425781
1642661869.4753544,41517,4.235033988952637
1642661900.6060126,41567,29.01744270324707
1642661914.1824925,41581,-69.02316284179688
1642661952.6616857,41644,71.36468505859375
1642661970.9373238,41667,-37.21936798095703
1642662013.4981794,41739,70.89932250976562
1642662032.9517126,41766,-17.806608200073242
1642662085.1168723,41860,182.46861267089844
1642662116.2225208,41910,37.138938903808594
1642662130.7892272,41927,-54.13551330566406
1642662175.2346182,42004,106.70291900634766
1642662232.8882508,42092,93.54570770263672
1642662248.5486522,42112,-36.589176177978516
1642662327.2891924,42243,-12.290797233581543
1642662342.9005435,42262,-46.37770080566406
1642662366.8241816,42296,-3.843048572540283
1642662411.1503167,42360,-95.36121368408203
1642662422.26742,42368,-87.37985229492188
1642662450.5176585,42410,0.7717084288597107
1642662470.2479913,42436,-56.88902282714844
1642662481.1613624,42444,-83.8028793334961
1642662498.9248545,42462,-77.89983367919922
1642662588.571094,42590,-47.42601776123047
1642662623.3783429,42632,-30.165470123291016
1642662691.3518155,42728,-58.15856170654297
1642662709.377121,42752,-21.86319923400879
1642662742.8647203,42795,-57.77488327026367
1642662759.339606,42814,-46.14173126220703
1642662783.694283,42850,0.6648507714271545
1642662821.995599,42898,-67.08750915527344
1642662852.4369097,42944,-12.971107482910156
1642662872.3873067,42971,-29.482690811157227
1642662886.1993232,42983,-68.1734619140625
1642662912.335635,43023,12.319677352905273
1642662957.904279,43107,157.8789825439453
1642662980.7138321,43139,-12.724793434143066
1642662998.8886034,43161,-51.44776153564453
1642663008.7370949,43165,-95.66918182373047
1642663101.0795066,43335,280.6747741699219
1642663177.6259592,43454,15.557337760925293
1642663196.5319376,43477,-39.274993896484375
1642663249.353619,43570,128.17840576171875
1642663279.0348535,43599,-84.30500030517578
1642663317.3495011,43661,67.22079467773438
1642663333.9902608,43680,-75.81529998779297
1642663355.3472035,43710,-15.655196189880371
1642663369.9000545,43725,-71.61869812011719
1642663394.2165413,43760,-1.022438406944275
1642663430.3782523,43805,-31.063865661621094
1642663449.7191875,43830,-39.8577880859375
1642663477.614528,43871,-5.737873077392578
1642663504.2895525,43913,18.38462257385254
1642663517.3446057,43923,-72.18208312988281
1642663529.2004132,43933,-75.38099670410156
1642663563.9470353,43992,72.61815643310547
1642663628.8080842,44094,-12.509267807006836
1642663668.853362,44156,24.423532485961914
1642663716.4020188,44241,137.17471313476562
1642663750.5847886,44297,47.98454666137695
1642663783.0563264,44351,48.79387283325195
1642663818.7582889,44408,42.58837127685547
1642663839.4010797,44438,-11.401333808898926
1642663854.9749749,44458,-32.94880676269531
1642663880.8000436,44495,-21.29343605041504
1642663942.0106957,44586,-93.4007339477539
1642663981.336035,44650,47.31828689575195
1642664016.5919807,44693,-53.13690948486328
1642664146.954409,44902,45.40427780151367
1642664165.3487194,44925,-43.25954818725586
1642664250.4847891,45067,79.0091781616211
1642664319.017155,45183,117.16360473632812
1642664363.8105469,45259,112.96121215820312
1642664414.2480447,45331,-63.134117126464844
1642664495.4707947,45464,19.616178512573242
1642664533.4151924,45528,69.896240234375
1642664552.797156,45551,-63.5634765625
1642664607.5853207,45633,67.48355102539062
1642664647.6210814,45701,95.74327850341797
1642664666.936298,45726,-33.86235046386719
1642664693.724634,45768,22.722213745117188
1642664761.9407814,45880,66.83082580566406
1642664809.280855,45959,107.28362274169922
1642664827.1141188,45980,-67.32134246826172
1642664843.4217384,45998,-66.89170837402344
1642664858.3580635,46015,-57.83732223510742
1642664918.0551298,46109,21.3046817779541
1642664947.7022614,46155,30.053937911987305
1642664966.1062677,46178,-40.519371032714844
1642665095.5681334,46412,13.682472229003906
1642665122.8358006,46456,31.036479949951172
1642665218.542029,46602,58.0975456237793
1642665265.9055982,46668,-20.95778465270996
1642665290.8897088,46705,-7.811912536621094
1642665340.8967447,46779,49.96902847290039
1642665353.6886528,46791,-80.64151000976562
1642665364.3412209,46798,-90.19354248046875
1642665415.7933779,46889,144.52139282226562
1642665437.7301667,46920,-23.95513153076172
1642665455.6714976,46944,-36.624549865722656
1642665475.3810258,46966,-59.959163665771484
1642665555.80916,47084,5.950052738189697
1642665571.9563751,47102,-62.95964431762695
1642665589.2250092,47123,-47.95025634765625
1642665601.0285776,47132,-74.70160675048828
1642665612.587309,47142,-73.77894592285156
1642665621.4772122,47146,-91.95216369628906
1642665688.8148093,47266,218.5861053466797
1642665716.095571,47292,-77.4430923461914
1642665762.6070008,47366,103.06279754638672
1642665798.8802338,47415,-5.460803031921387
1642665858.0227659,47511,167.5156707763672
1642665881.029597,47539,-30.35220718383789
1642665922.047215,47600,52.5192985534668
1642666014.120971,47734,-42.72075653076172
1642666071.0242963,47818,7.3300042152404785
1642666101.7446506,47862,1.3271524906158447
1642666116.4683094,47877,-60.835819244384766
1642666132.7432241,47894,-59.657081604003906
1642666149.919411,47913,-57.74985122680664
1642666192.2537746,47979,84.22550201416016
1642666203.8386114,47986,-96.7320556640625
1642666216.4976141,47996,-91.7749252319336
1642666228.6857646,48006,-69.97857666015625
1642666244.3479307,48023,-54.14192581176758
1642666308.9383373,48104,-72.26475524902344
1642666335.9012442,48143,25.882020950317383
1642666373.7296162,48175,-72.44554138183594
1642666385.0153918,48184,-79.34504699707031
1642666425.131849,48235,20.68402862548828
1642666467.521194,48303,113.0879898071289
1642666495.060978,48340,-28.145294189453125
1642666531.7422965,48385,-63.9749641418457
1642666547.8324034,48401,-63.611289978027344
1642666581.3131633,48451,30.89841651916504
1642666647.350678,48539,-66.82440185546875
1642666717.2351112,48661,260.55133056640625
1642666734.159783,48681,-38.171287536621094
1642666780.7686255,48744,-38.45946502685547
1642666796.0559866,48759,-61.505245208740234
1642666832.3202643,48817,75.5827865600586
1642666860.9031973,48843,-66.66453552246094
1642666913.2644253,48923,67.58460998535156
1642666954.6085055,48989,73.89707946777344
1642667004.577281,49057,4.804666042327881
1642667025.1044548,49082,-39.83591079711914
1642667062.9665952,49123,-53.33951187133789
1642667074.534325,49132,-77.1686019897461
1642667090.021296,49146,-87.2320785522461
1642667117.4438636,49186,24.4599666595459
1642667143.2511265,49223,3.316951274871826
1642667165.1517096,49251,-15.631993293762207
1642667191.9856126,49276,-65.76013946533203
1642667235.2039137,49344,67.75066375732422
1642667278.4737923,49381,-93.92901611328125
1642667300.8935072,49394,-81.66084289550781
1642667383.7053044,49507,-99.3410415649414
1642667473.1906424,49623,-30.13743782043457
1642667590.8911533,49774,-56.94890213012695
1642667686.2573075,49917,-69.434814453125
1642667718.4400275,49966,39.93049621582031
1642667767.6000843,50051,170.5731964111328
1642667782.6450844,50065,-67.0431137084961
1642667812.383662,50106,-2.4946417808532715
1642667838.9362903,50140,-41.10607147216797
1642667908.9537954,50245,-63.23431396484375
1642667918.2031243,50249,-99.31175231933594
1642667950.6973345,50282,-55.90275573730469
1642667967.7409873,50299,-71.37521362304688
1642667989.8587675,50313,-85.32331085205078
1642668023.9928973,50363,28.66485595703125
1642668040.5007281,50382,-55.80181884765625
1642668065.1209269,50414,-20.916080474853516
1642668136.0484803,50517,-68.392333984375
1642668149.0617588,50528,-83.7685317993164
1642668182.5630817,50577,26.303035736083984
1642668215.506405,50627,52.13351058959961
1642668259.772299,50687,-9.873334884643555
1642668291.6082366,50734,20.703813552856445
1642668335.6790292,50804,95.35279846191406
1642668349.2701955,50816,-70.99663543701172
1642668358.521192,50820,-91.76132202148438
1642668367.9228895,50824,-99.44537353515625
1642668401.0828311,50871,32.13303756713867
1642668449.7697551,50940,64.38050079345703
1642668459.030412,50944,-95.6118392944336
1642668507.5326579,51011,-48.646949768066406
1642668582.6789095,51108,-72.69039154052734
1642668600.5843308,51127,-62.590362548828125
